title,start_year,end_year,genre,summary_tvmaze,summary_imdb,rating_tvmaze,rating_imdb,votes,run_time,language,actors,status
Evil,2019,2024,"Crime, Drama, Horror","Evil is a psychological mystery that examines the origins of evil along the dividing line between science and religion. The series focuses on a skeptical female psychologist who joins a priest-in-training and a carpenter as they investigate the Church's backlog of unexplained mysteries, including supposed miracles, demonic possessions, and hauntings. Their job is to assess if there is a logical explanation or if something truly supernatural is at work.","A skeptical female clinical psychologist joins a priest-in-training and a blue-collar contractor as they investigate supposed miracles, demonic possession, and other extraordinary occurrences to see if there's a scientific explanation or if something truly supernatural is at work.",7.4,7.7,15048,42,English,"Katja Herbers, Mike Colter, Aasif Mandvi, Maddy Crocco",Ended
The Expanse,2015,2022,"Drama, Mystery, Sci-Fi","A thriller set two hundred years in the future, The Expanse follows the case of a missing young woman who brings a hardened detective and a rogue ship's captain together in a race across the solar system to expose the greatest conspiracy in human history.","In the 24th century, a disparate band of antiheroes unravel a vast conspiracy that threatens the Solar System's fragile state of cold war.",8.7,8.5,119644,60,English,"Wes Chatham, Dominique Tipper, Steven Strait, Shohreh Aghdashloo",Ended
New Amsterdam,2018,2023,Drama,"Inspired by Bellevue, the oldest public hospital in America, New Amsterdam follows the brilliant and charming Dr. Max Goodwin, the institution's newest medical director, who sets out to tear up the bureaucracy and provide exceptional care. How can he help? Well, the doctors and staff have heard this before. Not taking ""no"" for an answer, Dr. Goodwin must disrupt the status quo and prove he will stop at nothing to breathe new life into this understaffed, underfunded and underappreciated hospital - the only one in the world capable of treating Ebola patients, prisoners from Rikers and the president of the United States under one roof - and return it to the glory that put it on the map.",A new medical director breaks the rules to heal the system at America's oldest public hospital.,7.4,8.1,27709,43,English,"Ryan Eggold, Janet Montgomery, Freema Agyeman, Jocko Sims",Ended
Line of Duty,2012,,"Crime, Drama, Mystery","A drama about the investigations of AC-12, a controversial Police Anti-Corruption Unit.","Drama series following the investigations of AC-12, a controversial police anti-corruption unit.",8.6,8.7,46751,60,English,"Martin Compston, Vicky McClure, Adrian Dunbar, Craig Parkinson",To Be Determined
The 100,2014,2020,"Drama, Mystery, Sci-Fi","Ninety-seven years ago, nuclear Armageddon decimated planet Earth, destroying civilization. The only survivors were the 400 inhabitants of 12 international space stations that were in orbit at the time. Three generations have been born in space, the survivors now number 4,000, and resources are running out on their dying ""Ark"" - the 12 stations now linked together and repurposed to keep the survivors alive. Draconian measures including capital punishment and population control are the order of the day, as the leaders of the Ark take ruthless steps to ensure their future, including secretly exiling a group of 100 juvenile prisoners to the Earth's surface to test whether it's habitable.","Set ninety-seven years after a nuclear war has destroyed civilization, when a spaceship housing humanity's lone survivors sends one hundred juvenile delinquents back to Earth, in hopes of possibly re-populating the planet.",7.7,7.6,226962,43,English,"Eliza Taylor, Bob Morley, Marie Avgeropoulos, Isaiah Washington",Ended
New Girl,2011,2018,Comedy,"New Girl is a single-camera ensemble comedy starring Zooey Deschanel as Jess, an offbeat girl who - after a bad breakup - moves in with three single guys and essentially sets a bomb off in their lives.","After a bad break-up, Jess, an offbeat young woman, moves into an apartment loft with three single men. Although they find her behavior very unusual, the men support her - most of the time.",7.2,7.7,200421,22,English,"Zooey Deschanel, Jake Johnson, Max Greenfield, Hannah Simone",Ended
Prison Break,2005,2017,"Action, Crime, Drama","Lincoln Burrows is currently on death row and scheduled to die in a few months for an assassination his younger brother Michael is convinced he did not commit. With no other options and time winding down, Michael takes drastic measures to get himself incarcerated alongside his brother in Fox River State Penitentiary. Once he's inside, Michael - a structural engineer with the blueprints for the prison - begins to execute an elaborate plan to break Lincoln out and prove him innocent. When Michael arrives at Fox River State Penitentiary, he meets the prison denizens who will, unknowingly, help in his escape plans - his cellmate, the lovelorn Sucre; beautiful prison doctor Dr. Sara Tancredi, who happens to be the governor's daughter; former mob boss John Abruzzi; and Warden Henry Pope. Meanwhile, outside the prison walls, the brothers' childhood friend and Lincoln's lost love, attorney Veronica Donovan, works within the law to free them; Lincoln's teenage son LJ may be going down a path similar to his convicted father's; and Secret Service Agent Paul Kellerman's investigation into Lincoln's case proves that there may be a national conspiracy.","Due to a political conspiracy, an innocent man is sent to death row and his only hope is his brother, who makes it his mission to deliberately get himself sent to the same prison in order to break the both of them out, from the inside.",8.2,8.3,492438,44,English,"Dominic Purcell, Wentworth Miller, Amaury Nolasco, Robert Knepper",Ended
Sex Education,2019,2023,"Comedy, Drama","Insecure Otis has all the answers when it comes to sex advice, thanks to his therapist mom. So rebel Maeve proposes a school sex-therapy clinic.",A teenage boy with a sex therapist mother teams up with a high school classmate to set up an underground sex therapy clinic at school.,7.7,8.3,177274,45,English,"Asa Butterfield, Gillian Anderson, Ncuti Gatwa, Emma Mackey",Ended
Feels Like Ishq,2021,2021,"Comedy, Drama, Romance",Short films follow young adults as they navigate the gamut of emotions that come with finding romantic connection in unexpected places.,Short films follow young adults as they navigate the gamut of emotions that come with finding romantic connection in unexpected places.,,6.6,848,32,Hindi,"Jojo Singh, Mihir Ahuja, Kajol Chugh, Sumali Khaniwale",Ended
Young Royals,2021,2024,"Drama, Romance","Prince Wilhelm adjusts to life at his prestigious new boarding school, Hillerska, but following his heart proves more challenging than anticipated.","Prince Wilhelm adjusts to life at his prestigious new boarding school, Hillerska, but following his heart proves more challenging than anticipated.",7.4,8.6,16954,50,Swedish,"Edvin Ryding, Omar Rudberg, Frida Argento, Samuel Astor",Ended
Shadow and Bone,2021,2023,"Action, Adventure, Drama",Dark forces conspire against orphan mapmaker Alina Starkov when she unleashes an extraordinary power that could change the fate of her war-torn world.,Dark forces conspire against orphan mapmaker Alina Starkov when she unleashes an extraordinary power that could change the fate of her war-torn world.,7.4,7.7,60283,57,English,"Jessie Mei Li, Ben Barnes, Archie Renaux, Freddy Carter",Ended
Mad Men,2007,2015,Drama,"The series revolves around the conflicted world of Don Draper, the biggest ad man in the business, and his colleagues at the Sterling Cooper Draper Pryce Advertising Agency. As Don makes the plays in the boardroom and the bedroom, he struggles to stay a step ahead of the rapidly changing times and the young executives nipping at his heels. The series also depicts authentically the roles of men and women in this era while exploring the true human nature beneath the guise of 1960s traditional family values.","A drama about one of New York's most prestigious ad agencies at the beginning of the 1960s, focusing on one of the firm's most mysterious but extremely talented ad executives, Donald Draper.",8.2,8.6,216203,47,English,"Jon Hamm, Elisabeth Moss, Vincent Kartheiser, January Jones",Ended
Élite,2018,2024,"Crime, Drama, Thriller","When three working-class teens enroll in an exclusive private school in Spain, the clash between them and the wealthy students leads to murder.","When three working-class teenagers begin attending an exclusive private school in Spain, the clash between them and the wealthy students leads to murder.",7.3,7.5,59730,60,Spanish,"Itzan Escamilla, Omar Ayuso, Miguel Bernardeau, Arón Piper",Ended
Gilmore Girls,2000,2007,"Comedy, Drama","Gilmore Girls is a drama centering around the relationship between a thirtysomething single mother and her teen daughter living in Stars Hollow, Connecticut.","A dramedy centering around the relationship between a thirtysomething single mother and her teen daughter living in Stars Hollow, Connecticut.",8.1,8.1,106650,44,English,"Lauren Graham, Alexis Bledel, Keiko Agena, Scott Patterson",Ended
